"filename","id_no","seasonal","binomial","category"
"58179_1",58179,1,"Xenopus pygmaeus","LC"
"58180_1",58180,1,"Xenopus ruwenzoriensis","DD"
"58181_1",58181,1,"Xenopus vestitus","LC"
"58182_1",58182,1,"Xenopus wittei","LC"
"58185_1",58185,1,"Amietia desaegeri","LC"
"58187_1",58187,1,"Amietia inyangae","EN"
"58188_1",58188,1,"Amietia johnstoni","EN"
"58189_1",58189,1,"Amietia ruwenzorica","LC"
"58190_1",58190,1,"Amietia vandijki","LC"
"58191_1",58191,1,"Amietia wittei","LC"
"58192_1",58192,1,"Amnirana albolabris","LC"
"58193_1",58193,1,"Amnirana amnicola","LC"
"58194_1",58194,1,"Amnirana asperrima","VU"
"58195_1",58195,1,"Amnirana darlingi","LC"
"58196_1",58196,1,"Amnirana galamensis","LC"
"58197_1",58197,1,"Amnirana lemairei","LC"
"58198_1",58198,1,"Amnirana lepus","LC"
"58199_1",58199,1,"Amnirana longipes","LC"
"58200_1",58200,1,"Amnirana occidentalis","LC"
"58201_1",58201,1,"Amnirana parkeriana","DD"
"58202_1",58202,1,"Amolops bellulus","DD"
"58203_1",58203,1,"Amolops chakrataensis","DD"
"58204_1",58204,1,"Odorrana chapaensis","NT"
"58205_1",58205,1,"Amolops chunganensis","LC"
"58206_1",58206,1,"Amolops formosus","LC"
"58207_1",58207,1,"Amolops gerbillus","LC"
"58208_1",58208,1,"Amolops granulosus","LC"
"58209_1",58209,1,"Amolops hainanensis","EN"
"58210_1",58210,1,"Amolops hongkongensis","EN"
"58212_1",58212,1,"Amolops jinjiangensis","LC"
"58213_1",58213,1,"Amolops xinduqiao","LC"
"58214_1",58214,1,"Amolops kaulbacki","DD"
"58217_1",58217,1,"Amolops lifanensis","LC"
"58219_1",58219,1,"Amolops longimanus","DD"
"58220_1",58220,1,"Amolops mantzorum","LC"
"58221_1",58221,1,"Amolops marmoratus","LC"
"58222_1",58222,1,"Amolops monticola","LC"
"58223_1",58223,1,"Amolops nepalicus","DD"
"58224_1",58224,1,"Amolops ricketti","LC"
"58225_1",58225,1,"Amolops spinapectoralis","LC"
"58226_1",58226,1,"Odorrana tormota","LC"
"58227_1",58227,1,"Amolops torrentis","VU"
"58228_1",58228,1,"Amolops tuberodepressus","VU"
"58229_1",58229,1,"Amolops viridimaculatus","NT"
"58230_1",58230,1,"Amolops wuyiensis","LC"
"58231_1",58231,1,"Aubria masako","LC"
"58232_1",58232,1,"Aubria occidentalis","LC"
"58233_1",58233,1,"Aubria subsigillata","LC"
"58234_1",58234,1,"Cornufer elegans","LC"
"58235_1",58235,1,"Cornufer gigas","DD"
"58236_1",58236,1,"Cornufer mediodiscus","LC"
"58237_1",58237,1,"Cornufer minutus","VU"
"58238_1",58238,1,"Cornufer montanus","LC"
"58239_1",58239,1,"Cornufer trossulus","LC"
"58240_1",58240,1,"Cornufer vertebralis","LC"
"58241_1",58241,1,"Cornufer wolfi","VU"
"58242_1",58242,1,"Cornufer guentheri","LC"
"58243_1",58243,1,"Quasipaa delacouri","LC"
"58245_1",58245,1,"Nanorana quadranus","NT"
"58246_1",58246,1,"Ombrana sikimensis","LC"
"58248_1",58248,1,"Nanorana unculuanus","VU"
"58250_1",58250,1,"Conraua alleni","LC"
"58251_1",58251,1,"Conraua beccarii","LC"
"58252_1",58252,1,"Conraua crassipes","LC"
"58253_1",58253,1,"Conraua derooi","CR"
"58254_1",58254,1,"Conraua robusta","VU"
"58255_1",58255,1,"Cornufer bufoniformis","LC"
"58256_1",58256,1,"Cornufer guppyi","LC"
"58257_1",58257,1,"Cornufer malukuna","LC"
"58258_1",58258,1,"Cornufer opisthodon","LC"
"58259_1",58259,1,"Cornufer vogti","LC"
"58260_1",58260,1,"Euphlyctis cyanophlyctis","LC"
"58262_1",58262,1,"Euphlyctis ghoshi","DD"
"58263_1",58263,1,"Euphlyctis hexadactylus","LC"
"58265_1",58265,1,"Minervarya andamanensis","LC"
"58268_1",58268,1,"Minervarya brevipalmata","DD"
"58269_1",58269,1,"Fejervarya cancrivora","LC"
"58271_1",58271,1,"Minervarya greenii","EN"
"58272_1",58272,1,"Fejervarya iskandari","LC"
"58273_1",58273,1,"Minervarya keralensis","LC"
"58274_1",58274,1,"Minervarya kirtisinghei","NT"
"58275_1",58275,1,"Fejervarya limnocharis","LC"
"58278_1",58278,1,"Minervarya murthii","CR"
"58279_1",58279,1,"Minervarya mysorensis","DD"
"58280_1",58280,1,"Minervarya nepalensis","LC"
"58281_1",58281,1,"Bijurana nicobariensis","LC"
"58282_1",58282,1,"Minervarya nilagirica","EN"
"58283_1",58283,1,"Fejervarya orissaensis","LC"
"58284_1",58284,1,"Minervarya parambikulamana","DD"
"58285_1",58285,1,"Minervarya pierrei","LC"
"58287_1",58287,1,"Fejervarya raja","DD"
"58288_1",58288,1,"Minervarya rufescens","LC"
"58289_1",58289,1,"Minervarya sauriceps","DD"
"58291_1",58291,1,"Minervarya syhadrensis","LC"
"58292_1",58292,1,"Minervarya teraiensis","LC"
"58293_1",58293,1,"Fejervarya verruculosa","LC"
"58294_1",58294,1,"Fejervarya vittigera","LC"
"58295_1",58295,1,"Hildebrandtia macrotympanum","LC"
"58296_1",58296,1,"Hildebrandtia ornata","LC"
"58297_1",58297,1,"Hildebrandtia ornatissima","DD"
"58298_1",58298,1,"Hoplobatrachus crassus","LC"
"58299_1",58299,1,"Hoplobatrachus occipitalis","LC"
"58300_1",58300,1,"Hoplobatrachus rugulosus","LC"
"58301_1",58301,1,"Hoplobatrachus tigerinus","LC"
"58302_1",58302,1,"Huia cavitympanum","LC"
"58303_1",58303,1,"Wijayarana masonii","LC"
"58304_1",58304,1,"Wijayarana modiglianii","LC"
"58305_1",58305,1,"Odorrana nasica","LC"
"58306_1",58306,1,"Wijayarana sumatrana","LC"
"58307_1",58307,1,"Indirana beddomii","LC"
"58308_1",58308,1,"Indirana brachytarsus","EN"
"58309_1",58309,1,"Indirana diplosticta","EN"
"58310_1",58310,1,"Indirana gundia","CR"
"58311_1",58311,1,"Indirana leithii","VU"
"58312_1",58312,1,"Indirana leptodactyla","EN"
"58313_1",58313,1,"Indirana longicrus","DD"
"58314_1",58314,1,"Indirana phrynoderma","CR"
"58315_1",58315,1,"Indirana semipalmata","LC"
"58317_1",58317,1,"Liurana alpina","VU"
"58319_1",58319,1,"Limnonectes liui","VU"
"58320_1",58320,1,"Liurana medogensis","DD"
"58321_1",58321,1,"Ingerana reticulata","DD"
"58322_1",58322,1,"Ingerana tenasserimensis","LC"
"58323_1",58323,1,"Liurana xizangensis","VU"
"58324_1",58324,1,"Lankanectes corrugatus","NT"
"58325_1",58325,1,"Lanzarana largeni","LC"
"58326_1",58326,1,"Limnonectes acanthi","NT"
"58327_1",58327,1,"Limnonectes arathooni","VU"
"58328_1",58328,1,"Limnonectes asperatus","LC"
"58329_1",58329,1,"Limnonectes blythii","NT"
"58331_1",58331,1,"Limnonectes dammermani","LC"
"58332_1",58332,1,"Limnonectes doriae","LC"
"58333_1",58333,1,"Limnonectes finchi","LC"
"58334_1",58334,1,"Limnonectes fragilis","VU"
"58335_1",58335,1,"Limnonectes fujianensis","LC"
"58336_1",58336,1,"Limnonectes grunniens","LC"
"58337_1",58337,1,"Limnonectes gyldenstolpei","LC"
"58338_1",58338,1,"Limnonectes hascheanus","LC"
"58339_1",58339,1,"Limnonectes heinrichi","VU"
"58340_1",58340,1,"Limnonectes ibanorum","LC"
"58341_1",58341,1,"Limnonectes ingeri","LC"
"58342_1",58342,1,"Limnonectes kadarsani","LC"
"58343_1",58343,1,"Limnonectes kenepaiensis","VU"
"58344_1",58344,1,"Limnonectes khammonensis","DD"
"58346_1",58346,1,"Limnonectes kuhlii","LC"
"58347_1",58347,1,"Limnonectes laticeps","LC"
"58348_1",58348,1,"Limnonectes leporinus","LC"
"58349_1",58349,1,"Limnonectes limborgi","LC"
"58350_1",58350,1,"Limnonectes macrocephalus","NT"
"58351_1",58351,1,"Limnonectes macrodon","LC"
"58352_1",58352,1,"Limnonectes macrognathus","LC"
"58353_1",58353,1,"Limnonectes magnus","NT"
"58354_1",58354,1,"Limnonectes malesianus","NT"
"58355_1",58355,1,"Limnonectes mawlyndipi","DD"
"58356_1",58356,1,"Odorrana mawphlangensis","DD"
"58357_1",58357,1,"Limnonectes micrixalus","DD"
"58358_1",58358,1,"Limnonectes microdiscus","LC"
"58359_1",58359,1,"Limnonectes microtympanum","EN"
"58360_1",58360,1,"Limnonectes modestus","LC"
"58361_1",58361,1,"Limnonectes nitidus","EN"
"58362_1",58362,1,"Limnonectes palavanensis","LC"
"58363_1",58363,1,"Limnonectes paramacrodon","NT"
"58364_1",58364,1,"Limnonectes plicatellus","LC"
"58365_1",58365,1,"Occidozyga rhacoda","LC"
"58366_1",58366,1,"Limnonectes shompenorum","LC"
"58368_1",58368,1,"Limnonectes tweediei","LC"
"58370_1",58370,1,"Meristogenys jerboa","VU"
"58371_1",58371,1,"Meristogenys kinabaluensis","LC"
"58372_1",58372,1,"Meristogenys macrophthalmus","DD"
"58373_1",58373,1,"Meristogenys orphnocnemis","LC"
"58374_1",58374,1,"Meristogenys phaeomerus","LC"
"58375_1",58375,1,"Meristogenys poecilus","LC"
"58377_1",58377,1,"Micrixalus elegans","DD"
"58378_1",58378,1,"Micrixalus fuscus","NT"
"58379_1",58379,1,"Micrixalus gadgili","EN"
"58380_1",58380,1,"Micrixalus kottigeharensis","CR"
"58381_1",58381,1,"Micrixalus narainensis","DD"
"58382_1",58382,1,"Micrixalus nudis","VU"
"58383_1",58383,1,"Micrixalus phyllophilus","VU"
"58384_1",58384,1,"Micrixalus saxicola","VU"
"58385_1",58385,1,"Micrixalus silvaticus","DD"
"58386_1",58386,1,"Micrixalus swamianus","DD"
"58387_1",58387,1,"Micrixalus thampii","DD"
"58388_1",58388,1,"Minervarya sahyadris","EN"
"58389_1",58389,1,"Nannophrys ceylonensis","VU"
"58391_1",58391,1,"Nannophrys marmorata","EN"
"58392_1",58392,1,"Nanorana parkeri","LC"
"58393_1",58393,1,"Nanorana pleskei","NT"
"58394_1",58394,1,"Nanorana ventripunctata","LC"
"58395_1",58395,1,"Nyctibatrachus aliciae","EN"
"58396_1",58396,1,"Nyctibatrachus beddomii","EN"
"58397_1",58397,1,"Nyctibatrachus deccanensis","VU"
"58398_1",58398,1,"Nyctibatrachus humayuni","VU"
"58399_1",58399,1,"Nyctibatrachus karnatakaensis","EN"
"58400_1",58400,1,"Nyctibatrachus kempholeyensis","DD"
"58401_1",58401,1,"Nyctibatrachus major","VU"
"58402_1",58402,1,"Nyctibatrachus minor","EN"
"58403_1",58403,1,"Nyctibatrachus sanctipalustris","EN"
"58404_1",58404,1,"Nyctibatrachus sylvaticus","DD"
"58405_1",58405,1,"Nyctibatrachus vasanthi","EN"
"58406_1",58406,1,"Occidozyga baluensis","LC"
"58407_1",58407,1,"Ingerana borealis","VU"
"58408_1",58408,1,"Occidozyga celebensis","LC"
"58409_1",58409,1,"Occidozyga floresiana","VU"
"58410_1",58410,1,"Occidozyga laevis","LC"
"58411_1",58411,1,"Occidozyga lima","LC"
"58412_1",58412,1,"Occidozyga magnapustulosa","LC"
"58413_1",58413,1,"Occidozyga martensii","LC"
"58414_1",58414,1,"Occidozyga semipalmata","LC"
"58415_1",58415,1,"Occidozyga sumatrana","LC"
"58416_1",58416,1,"Occidozyga vittata","LC"
"58417_1",58417,1,"Nanorana annandalii","NT"
"58418_1",58418,1,"Nanorana arnoldi","NT"
"58419_1",58419,1,"Nanorana blanfordii","LC"
"58420_1",58420,1,"Quasipaa boulengeri","EN"
"58421_1",58421,1,"Nanorana bourreti","LC"
"58422_1",58422,1,"Nanorana conaensis","DD"
"58423_1",58423,1,"Nanorana ercepeae","NT"
"58424_1",58424,1,"Quasipaa exilispinosa","LC"
"58426_1",58426,1,"Allopaa hazarensis","LC"
"58427_1",58427,1,"Quasipaa jiulongensis","VU"
"58428_1",58428,1,"Nanorana liebigii","LC"
"58429_1",58429,1,"Nanorana liui","VU"
"58430_1",58430,1,"Nanorana maculosa","VU"
"58431_1",58431,1,"Nanorana medogensis","EN"
"58432_1",58432,1,"Nanorana minica","VU"
"58433_1",58433,1,"Nanorana mokokchungensis","DD"
"58434_1",58434,1,"Nanorana polunini","LC"
"58435_1",58435,1,"Nanorana rarica","DD"
"58436_1",58436,1,"Quasipaa robertingeri","EN"
"58437_1",58437,1,"Nanorana rostandi","VU"
"58438_1",58438,1,"Quasipaa shini","EN"
"58439_1",58439,1,"Quasipaa spinosa","VU"
"58441_1",58441,1,"Nanorana taihangnica","LC"
"58442_1",58442,1,"Quasipaa verrucospinosa","LC"
"58443_1",58443,1,"Nanorana vicina","LC"
"58444_1",58444,1,"Quasipaa yei","VU"
"58445_1",58445,1,"Nanorana yunnanensis","EN"
"58446_1",58446,1,"Cornufer heffernani","LC"
"58447_1",58447,1,"Cornufer acrochordus","LC"
"58448_1",58448,1,"Cornufer aculeodactylus","LC"
"58449_1",58449,1,"Cornufer akarithymus","LC"
"58450_1",58450,1,"Cornufer batantae","LC"
"58451_1",58451,1,"Cornufer bimaculatus","DD"
"58452_1",58452,1,"Cornufer boulengeri","LC"
"58453_1",58453,1,"Cornufer browni","LC"
"58454_1",58454,1,"Platymantis cagayanensis","NT"
"58455_1",58455,1,"Cornufer cheesmanae","VU"
"58456_1",58456,1,"Platymantis corrugatus","LC"
"58457_1",58457,1,"Cornufer cryptotis","LC"
"58458_1",58458,1,"Platymantis dorsalis","LC"
"58459_1",58459,1,"Cornufer gilliardi","NT"
"58460_1",58460,1,"Platymantis guentheri","LC"
"58461_1",58461,1,"Cornufer hedigeri","LC"
"58462_1",58462,1,"Platymantis indeprensus","NT"
"58463_1",58463,1,"Platymantis lawtoni","EN"
"58464_1",58464,1,"Platymantis luzonensis","NT"
"58465_1",58465,1,"Cornufer macrops","LC"
"58466_1",58466,1,"Cornufer macrosceles","LC"
"58467_1",58467,1,"Cornufer magnus","LC"
"58468_1",58468,1,"Cornufer mimicus","DD"
"58469_1",58469,1,"Platymantis mimulus","LC"
"58470_1",58470,1,"Platymantis montanus","VU"
"58471_1",58471,1,"Cornufer myersi","LC"
"58472_1",58472,1,"Cornufer neckeri","LC"
"58473_1",58473,1,"Cornufer nexipus","VU"
"58474_1",58474,1,"Cornufer papuensis","LC"
"58475_1",58475,1,"Cornufer parkeri","EN"
"58476_1",58476,1,"Cornufer pelewensis","LC"
"58477_1",58477,1,"Platymantis pseudodorsalis","NT"
"58478_1",58478,1,"Cornufer punctatus","LC"
"58479_1",58479,1,"Platymantis rhipiphalcus","DD"
"58480_1",58480,1,"Cornufer schmidti","LC"
"58481_1",58481,1,"Platymantis sierramadrensis","VU"
"58482_1",58482,1,"Cornufer solomonis","LC"
"58483_1",58483,1,"Platymantis taylori","VU"
"58484_1",58484,1,"Cornufer vitiensis","NT"
"58485_1",58485,1,"Cornufer weberi","LC"
"58488_1",58488,1,"Pterorana khare","VU"
"58489_1",58489,1,"Ptychadena aequiplicata","LC"
"58490_1",58490,1,"Ptychadena anchietae","LC"
"58491_1",58491,1,"Ptychadena ansorgii","LC"
"58492_1",58492,1,"Ptychadena arnei","DD"
"58493_1",58493,1,"Ptychadena bibroni","LC"
"58494_1",58494,1,"Ptychadena broadleyi","NT"
"58495_1",58495,1,"Ptychadena bunoderma","LC"
"58496_1",58496,1,"Ptychadena christyi","LC"
"58497_1",58497,1,"Ptychadena chrysogaster","LC"
"58498_1",58498,1,"Ptychadena cooperi","LC"
"58499_1",58499,1,"Ptychadena erlangeri","NT"
"58500_1",58500,1,"Ptychadena filwoha","DD"
"58501_1",58501,1,"Ptychadena gansi","LC"
"58502_1",58502,1,"Ptychadena grandisonae","LC"
"58503_1",58503,1,"Ptychadena guibei","LC"
"58504_1",58504,1,"Ptychadena harenna","DD"
"58505_1",58505,1,"Ptychadena ingeri","DD"
"58506_1",58506,1,"Ptychadena keilingi","LC"
"58507_1",58507,1,"Ptychadena longirostris","LC"
"58508_1",58508,1,"Ptychadena mahnerti","LC"
"58509_1",58509,1,"Ptychadena mapacha","DD"
"58511_1",58511,1,"Ptychadena mossambica","LC"
"58512_1",58512,1,"Ptychadena nana","EN"
"58513_1",58513,1,"Ptychadena neumanni","LC"
"58514_1",58514,1,"Ptychadena newtoni","EN"
"58515_1",58515,1,"Ptychadena obscura","LC"
"58516_1",58516,1,"Ptychadena oxyrhynchus","LC"
"58517_1",58517,1,"Ptychadena perplicata","LC"
"58518_1",58518,1,"Ptychadena perreti","LC"
"58519_1",58519,1,"Ptychadena porosissima","LC"
"58520_1",58520,1,"Ptychadena pujoli","DD"
"58521_1",58521,1,"Ptychadena pumilio","LC"
"58522_1",58522,1,"Ptychadena retropunctata","LC"
"58523_1",58523,1,"Ptychadena schillukorum","LC"
"58524_1",58524,1,"Ptychadena stenocephala","LC"
"58525_1",58525,1,"Ptychadena straeleni","LC"
"58526_1",58526,1,"Ptychadena submascareniensis","DD"
"58527_1",58527,1,"Ptychadena subpunctata","LC"
"58528_1",58528,1,"Ptychadena superciliaris","LC"
"58529_1",58529,1,"Ptychadena taenioscelis","LC"
"58530_1",58530,1,"Ptychadena tournieri","LC"
"58531_1",58531,1,"Ptychadena trinodis","LC"
"58532_1",58532,1,"Ptychadena upembae","LC"
"58533_1",58533,1,"Ptychadena uzungwensis","LC"
"58534_1",58534,1,"Ptychadena wadei","DD"
"58535_1",58535,1,"Pyxicephalus adspersus","LC"
"58537_1",58537,1,"Pyxicephalus obbianus","LC"
"58539_1",58539,1,"Sanguirana mearnsi","LC"
"58540_1",58540,1,"Clinotarsus alticola","LC"
"58541_1",58541,1,"Odorrana amamiensis","EN"
"58542_1",58542,1,"Rana amurensis","LC"
"58543_1",58543,1,"Odorrana yunnanensis","LC"
"58544_1",58544,1,"Odorrana anlungensis","EN"
"58546_1",58546,1,"Lithobates areolatus","NT"
"58547_1",58547,1,"Papurana arfaki","LC"
"58548_1",58548,1,"Rana arvalis","LC"
"58549_1",58549,1,"Rana asiatica","LC"
"58550_1",58550,1,"Papurana attigua","LC"
"58551_1",58551,1,"Indosylvirana aurantiaca","VU"
"58552_1",58552,1,"Papurana aurata","DD"
"58553_1",58553,1,"Rana aurora","LC"
"58554_1",58554,1,"Odorrana bacboensis","LC"
"58555_1",58555,1,"Odorrana banaorum","LC"
"58556_1",58556,1,"Pulchrana banjarana","LC"
"58558_1",58558,1,"Pulchrana baramica","LC"
"58560_1",58560,1,"Pelophylax bergeri","LC"
"58561_1",58561,1,"Lithobates berlandieri","LC"
"58562_1",58562,1,"Lithobates blairi","LC"
"58563_1",58563,1,"Lithobates bwana","LC"
"58564_1",58564,1,"Lithobates capito","NT"
"58565_1",58565,1,"Lithobates catesbeianus","LC"
"58566_1",58566,1,"Papurana celebensis","LC"
"58567_1",58567,1,"Pelophylax cerigensis","CR"
"58569_1",58569,1,"Rana chaochiaoensis","LC"
"58570_1",58570,1,"Nidirana chapaensis","LC"
"58571_1",58571,1,"Ingerana charlesdarwini","CR"
"58572_1",58572,1,"Rana chensinensis","LC"
"58574_1",58574,1,"Lithobates chichicuahutla","CR"
"58575_1",58575,1,"Lithobates chiricahuensis","VU"
"58576_1",58576,1,"Odorrana chloronota","LC"
"58577_1",58577,1,"Pelophylax chosenicus","VU"
"58578_1",58578,1,"Lithobates clamitans","LC"
"58580_1",58580,1,"Sumaterana crassiovis","LC"
"58581_1",58581,1,"Pelophylax cretensis","VU"
"58582_1",58582,1,"Sylvirana cubitalis","LC"
"58583_1",58583,1,"Clinotarsus curtipes","NT"
"58584_1",58584,1,"Rana dalmatina","LC"
"58586_1",58586,1,"Nidirana daunchina","LC"
"58587_1",58587,1,"Pulchrana debussyi","DD"
"58589_1",58589,1,"Rana dybowskii","LC"
"58590_1",58590,1,"Papurana elberti","LC"
"58591_1",58591,1,"Glandirana emeljanovi","LC"
"58592_1",58592,1,"Pelophylax epeiroticus","NT"
"58593_1",58593,1,"Hylarana erythraea","LC"
"58596_1",58596,1,"Odorrana exiliversabilis","LC"
"58597_1",58597,1,"Sylvirana faber","VU"
"58598_1",58598,1,"Papurana florensis","LC"
"58599_1",58599,1,"Lithobates forreri","LC"
"58600_1",58600,1,"Pelophylax fukienensis","LC"
"58601_1",58601,1,"Hylarana garoensis","LC"
"58602_1",58602,1,"Papurana garritor","LC"
"58603_1",58603,1,"Pulchrana glandulosa","LC"
"58604_1",58604,1,"Hydrophylax gracilis","LC"
"58605_1",58605,1,"Rana graeca","LC"
"58607_1",58607,1,"Odorrana grahami","NT"
"58608_1",58608,1,"Odorrana graminea","DD"
"58610_1",58610,1,"Papurana grisea","DD"
"58611_1",58611,1,"Lithobates grylio","LC"
"58612_1",58612,1,"Sylvirana guentheri","LC"
"58613_1",58613,1,"Odorrana hainanensis","VU"
"58614_1",58614,1,"Lithobates heckscheri","LC"
"58615_1",58615,1,"Odorrana hejiangensis","VU"
"58618_1",58618,1,"Odorrana hosii","LC"
"58619_1",58619,1,"Rana huanrensis","LC"
"58621_1",58621,1,"Humerana humeralis","LC"
"58622_1",58622,1,"Rana iberica","VU"
"58623_1",58623,1,"Sanguirana igorota","VU"
"58625_1",58625,1,"Rana japonica","LC"
"58626_1",58626,1,"Papurana jimiensis","LC"
"58627_1",58627,1,"Odorrana jingdongensis","VU"
"58628_1",58628,1,"Lithobates johni","VU"
"58629_1",58629,1,"Rana johnsi","LC"
"58630_1",58630,1,"Lithobates juliani","LC"
"58631_1",58631,1,"Odorrana junlianensis","VU"
"58632_1",58632,1,"Chalcorana kampeni","LC"
"58633_1",58633,1,"Papurana kreffti","LC"
"58634_1",58634,1,"Odorrana kuangwuensis","VU"
"58635_1",58635,1,"Rana kukunoris","LC"
"58637_1",58637,1,"Pelophylax kurtmuelleri","LC"
"58638_1",58638,1,"Humerana lateralis","LC"
"58639_1",58639,1,"Pulchrana laterimaculata","LC"
"58640_1",58640,1,"Hylarana latouchii","LC"
"58641_1",58641,1,"Odorrana leporipes","DD"
"58642_1",58642,1,"Hydrophylax leptoglossa","LC"
"58643_1",58643,1,"Pelophylax lessonae","LC"
"58644_1",58644,1,"Nidirana lini","LC"
"58645_1",58645,1,"Odorrana livida","DD"
"58646_1",58646,1,"Rana longicrus","VU"
"58648_1",58648,1,"Odorrana lungshengensis","LC"
"58649_1",58649,1,"Rana luteiventris","LC"
"58650_1",58650,1,"Sanguirana luzonensis","LC"
"58651_1",58651,1,"Rana macrocnemis","LC"
"58652_1",58652,1,"Hylarana macrodactyla","LC"
"58653_1",58653,1,"Lithobates macroglossa","VU"
"58654_1",58654,1,"Chalcorana macrops","VU"
"58655_1",58655,1,"Lithobates maculatus","LC"
"58656_1",58656,1,"Lithobates magnaocularis","LC"
"58657_1",58657,1,"Hydrophylax malabaricus","LC"
"58658_1",58658,1,"Pulchrana mangyanum","VU"
"58659_1",58659,1,"Sylvirana maosonensis","LC"
"58660_1",58660,1,"Odorrana margaretae","LC"
"58661_1",58661,1,"Hylarana margariana","DD"
"58662_1",58662,1,"Lithobates megapoda","NT"
"58664_1",58664,1,"Lithobates miadis","CR"
"58665_1",58665,1,"Papurana milleti","LC"
"58666_1",58666,1,"Glandirana minima","EN"
"58667_1",58667,1,"Humerana miopus","LC"
"58668_1",58668,1,"Chalcorana mocquardii","LC"
"58669_1",58669,1,"Pulchrana moellendorffi","LC"
"58670_1",58670,1,"Papurana moluccana","LC"
"58671_1",58671,1,"Lithobates montezumae","LC"
"58672_1",58672,1,"Hylarana montivaga","EN"
"58673_1",58673,1,"Odorrana morafkai","LC"
"58674_1",58674,1,"Sylvirana mortenseni","LC"
"58675_1",58675,1,"Odorrana narina","EN"
"58676_1",58676,1,"Odorrana nasuta","LC"
"58677_1",58677,1,"Lithobates neovolcanicus","LC"
"58679_1",58679,1,"Pelophylax nigromaculatus","NT"
"58681_1",58681,1,"Sylvirana nigrovittata","LC"
"58682_1",58682,1,"Papurana novaeguineae","LC"
"58684_1",58684,1,"Lithobates okaloosae","VU"
"58686_1",58686,1,"Rana omeimontis","LC"
"58687_1",58687,1,"Lithobates omiltemanus","EN"
"58688_1",58688,1,"Rana ornativentris","LC"
"58689_1",58689,1,"Lithobates palmipes","LC"
"58690_1",58690,1,"Lithobates palustris","LC"
"58691_1",58691,1,"Papurana papua","LC"
"58692_1",58692,1,"Pelophylax perezi","LC"
"58693_1",58693,1,"Hylarana persimilis","DD"
"58694_1",58694,1,"Pulchrana picturata","LC"
"58695_1",58695,1,"Lithobates pipiens","LC"
"58696_1",58696,1,"Rana pirica","LC"
"58697_1",58697,1,"Pelophylax plancyi","LC"
"58698_1",58698,1,"Nidirana pleuraden","LC"
"58699_1",58699,1,"Pelophylax porosus","LC"
"58701_1",58701,1,"Lithobates psilonota","LC"
"58703_1",58703,1,"Lithobates pustulosus","LC"
"58704_1",58704,1,"Chalcorana raniceps","LC"
"58705_1",58705,1,"Pelophylax ridibundus","LC"
"58706_1",58706,1,"Glandirana rugosa","LC"
"58707_1",58707,1,"Pelophylax saharicus","LC"
"58708_1",58708,1,"Rana sakuraii","LC"
"58709_1",58709,1,"Sanguirana sanguinea","LC"
"58710_1",58710,1,"Rana sangzhiensis","LC"
"58711_1",58711,1,"Odorrana schmackeri","LC"
"58713_1",58713,1,"Lithobates septentrionalis","LC"
"58714_1",58714,1,"Lithobates sevosus","CR"
"58716_1",58716,1,"Rana shuchinae","LC"
"58718_1",58718,1,"Lithobates sierramadrensis","LC"
"58719_1",58719,1,"Pulchrana signata","LC"
"58720_1",58720,1,"Pulchrana similis","LC"
"58722_1",58722,1,"Lithobates spectabilis","LC"
"58723_1",58723,1,"Lithobates sphenocephalus","LC"
"58724_1",58724,1,"Sylvirana spinulosa","VU"
"58725_1",58725,1,"Papurana supragrisea","LC"
"58726_1",58726,1,"Odorrana supranarina","EN"
"58727_1",58727,1,"Odorrana swinhoana","LC"
"58728_1",58728,1,"Lithobates sylvaticus","LC"
"58730_1",58730,1,"Hylarana taipehensis","LC"
"58731_1",58731,1,"Lithobates tarahumarae","VU"
"58732_1",58732,1,"Lithobates taylori","LC"
"58733_1",58733,1,"Indosylvirana temporalis","NT"
"58735_1",58735,1,"Pelophylax tenggerensis","EN"
"58736_1",58736,1,"Pelophylax terentievi","DD"
"58737_1",58737,1,"Odorrana tiannanensis","LC"
"58738_1",58738,1,"Glandirana tientaiensis","LC"
"58739_1",58739,1,"Sanguirana tipanan","VU"
"58740_1",58740,1,"Odorrana trankieni","NT"
"58741_1",58741,1,"Rana tsushimensis","NT"
"58742_1",58742,1,"Hylarana tytleri","LC"
"58743_1",58743,1,"Odorrana utsunomiyaorum","EN"
"58744_1",58744,1,"Lithobates vaillanti","LC"
"58745_1",58745,1,"Odorrana versabilis","LC"
"58746_1",58746,1,"Lithobates vibicarius","EN"
"58747_1",58747,1,"Lithobates virgatipes","LC"
"58748_1",58748,1,"Papurana volkerjane","LC"
"58749_1",58749,1,"Lithobates warszewitschii","LC"
"58750_1",58750,1,"Pseudorana weiningensis","LC"
"58751_1",58751,1,"Odorrana wuchuanensis","VU"
"58752_1",58752,1,"Rana zhengi","DD"
"58753_1",58753,1,"Rana zhenhaiensis","LC"
"58754_1",58754,1,"Lithobates zweifeli","LC"
"58755_1",58755,1,"Sphaerotheca breviceps","LC"
"58756_1",58756,1,"Sphaerotheca dobsonii","LC"
"58757_1",58757,1,"Sphaerotheca leucorhynchus","DD"
"58758_1",58758,1,"Sphaerotheca maskeyi","LC"
"58759_1",58759,1,"Sphaerotheca rolandae","LC"
"58760_1",58760,1,"Sphaerotheca swani","DD"
"58761_1",58761,1,"Staurois latopalmatus","LC"
"58763_1",58763,1,"Staurois tuberilinguis","LC"
"58764_1",58764,1,"Strongylopus bonaespei","LC"
