"filename","id_no","seasonal","binomial","category","path"
"164601_1",164601,1,"Mediodactylus spinicauda","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\164601_1.tif"
"109475299_1",109475299,1,"Lerista carpentariae","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109475299_1.tif"
"172709_1",172709,1,"Teretrurus sanguineus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172709_1.tif"
"203630_1",203630,1,"Micrurus multifasciatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203630_1.tif"
"61534_1",61534,1,"Mesalina bahaeldini","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\61534_1.tif"
"178680_1",178680,1,"Phymaturus calcogaster","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178680_1.tif"
"61438_1",61438,1,"Janetaescincus veseyfitzgeraldi","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\61438_1.tif"
"64295_1",64295,1,"Amerotyphlops tenuis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64295_1.tif"
"191999_1",191999,1,"Argyrophis oatesii","DD",NA
"172767_1",172767,1,"Lygodactylus blancae","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172767_1.tif"
"127936876_1",127936876,1,"Eublepharis satpuraensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\127936876_1.tif"
"104688238_1",104688238,1,"Cyrtodactylus darmandvillei","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\104688238_1.tif"
"176674_1",176674,1,"Myrrophis chinensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176674_1.tif"
"75605465_1",75605465,1,"Sphaerodactylus intermedius","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75605465_1.tif"
"61504_1",61504,1,"Gallotia galloti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\61504_1.tif"
"13265842_1",13265842,1,"Elapsoidea laticincta","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13265842_1.tif"
"14668557_1",14668557,1,"Mochlus mocquardi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\14668557_1.tif"
"13292208_1",13292208,1,"Myriopholis rouxestevae","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13292208_1.tif"
"203513_1",203513,1,"Erythrolamprus pseudocorallus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203513_1.tif"
"178512_1",178512,1,"Pristidactylus torquatus","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178512_1.tif"
"104776275_1",104776275,1,"Sphenomorphus sarasinorum","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\104776275_1.tif"
"176194_1",176194,1,"Marmorosphax kaala","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176194_1.tif"
"50951125_1",50951125,1,"Atractus occidentalis","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\50951125_1.tif"
"102348579_1",102348579,1,"Sphenomorphus maculicollus","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102348579_1.tif"
"178587_1",178587,1,"Praeteropus brevicollis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178587_1.tif"
"176790_1",176790,1,"Dipsas nicholsi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176790_1.tif"
"42485158_1",42485158,1,"Sphenomorphus annectens","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\42485158_1.tif"
"62237_1",62237,1,"Nerodia fasciata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\62237_1.tif"
"192181_1",192181,1,"Trimeresurus kanburiensis","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\192181_1.tif"
"48617504_1",48617504,1,"Dipsas schunkii","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\48617504_1.tif"
"127958156_1",127958156,1,"Hemidactylus depressus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\127958156_1.tif"
"42493315_1",42493315,1,"Pseudonaja textilis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\42493315_1.tif"
"134884763_1",134884763,1,"Heterodactylus lundii","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\134884763_1.tif"
"196579_1",196579,1,"Lepidodactylus manni","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196579_1.tif"
"29429_1",29429,1,"Diploderma luei","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\29429_1.tif"
"48618025_1",48618025,1,"Bothrops pictus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\48618025_1.tif"
"203113_1",203113,1,"Anolis pijolensis","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203113_1.tif"
"194111_1",194111,1,"Hemidactylus sataraensis","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\194111_1.tif"
"7829_1",7829,1,"Chilabothrus granti","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\7829_1.tif"
"13053_1",13053,1,"Melanosuchus niger","LR/cd",NA
"110168750_1",110168750,1,"Naja nivea","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\110168750_1.tif"
"172822_1",172822,1,"Paroedura androyensis","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172822_1.tif"
"56219659_1",56219659,1,"Phymaturus ceii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\56219659_1.tif"
"56796872_1",56796872,1,"Heteronotia fasciolatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\56796872_1.tif"
"47102918_1",47102918,1,"Manciola guaporicola","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\47102918_1.tif"
"48280449_1",48280449,1,"Euspondylus spinalis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\48280449_1.tif"
"178525_1",178525,1,"Liopholis inornata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178525_1.tif"
"56051196_1",56051196,1,"Liolaemus azarai","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\56051196_1.tif"
"109463766_1",109463766,1,"Ctenotus mimetes","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109463766_1.tif"
"110212462_1",110212462,1,"Lygodactylus rex","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\110212462_1.tif"
"47102592_1",47102592,1,"Aspronema dorsivittatum","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\47102592_1.tif"
"178266_1",178266,1,"Bothrops itapetiningae","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178266_1.tif"
"169811_1",169811,1,"Brachymeles cebuensis","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\169811_1.tif"
"177833_1",177833,1,"Sphaerodactylus storeyae","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\177833_1.tif"
"44579645_1",44579645,1,"Dracaena guianensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44579645_1.tif"
"15157797_1",15157797,1,"Atractus alphonsehogei","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15157797_1.tif"
"102703587_1",102703587,1,"Acanthophis cryptamydros","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102703587_1.tif"
"75605604_1",75605604,1,"Sphaerodactylus parkeri","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75605604_1.tif"
"22472388_1",22472388,1,"Rhinotyphlops unitaeniatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\22472388_1.tif"
"172754_1",172754,1,"Amphiglossus stylus","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172754_1.tif"
"102342208_1",102342208,1,"Takydromus intermedius","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102342208_1.tif"
"178481_1",178481,1,"Xenopeltis unicolor","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178481_1.tif"
"110160470_1",110160470,1,"Hemicordylus capensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\110160470_1.tif"
"164671_1",164671,1,"Walterinnesia aegyptia","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\164671_1.tif"
"110168111_1",110168111,1,"Aspidelaps scutatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\110168111_1.tif"
"178433_1",178433,1,"Trimeresurus albolabris","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178433_1.tif"
"172979_1",172979,1,"Lygodactylus tuberosus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172979_1.tif"
"202868_1",202868,1,"Cyrtopodion mansarulum","DD",NA
"190527_1",190527,1,"Montaspis gilvomaculata","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\190527_1.tif"
"178261_1",178261,1,"Nephrurus wheeleri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178261_1.tif"
"172971_1",172971,1,"Voeltzkowia mira","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172971_1.tif"
"15202852_1",15202852,1,"Micrurus decoratus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15202852_1.tif"
